ID,发生日期,发生时间,结束日期,结束时间,报警日期,犯罪类型代码,犯罪类型描述,精确犯罪类型代码,精确犯罪类型描述,犯罪未遂标志,犯罪级别,事件司法管辖区,发生行政区,发生辖区,具体场所位置,发生地点类型,发生标志地名,发生住房区,长岛区X坐标,长岛区Y坐标,纬度,经度,经纬度,发生详细时间,结束详细时间,持续时间,与报警时间差
579052482,2014-04-16,12:00:00,2014-04-16,12:05:00,2014-04-16,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52.0,REAR OF,RESIDENCE - APT. HOUSE,,,1013501.0,253946.0,40.86365757,-73.89424948,"(40.863657565, -73.894249476)",2014-04-16 12:00:00,2014-04-16 12:05:00,5.0,0
818228302,2014-04-22,13:55:00,,,2014-04-22,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,103.0,INSIDE,RESIDENCE - APT. HOUSE,,,1048852.0,197977.0,40.70985027,-73.76698268,"(40.709850267, -73.766982684)",2014-04-22 13:55:00,,,0
791895436,2015-11-06,17:00:00,2015-11-08,7:00:00,2015-11-08,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66.0,FRONT OF,TUNNEL,,,985963.0,173002.0,40.64153518,-73.993829,"(40.64153518, -73.993829002)",2015-11-06 17:00:00,2015-11-08 07:00:00,840.0,2
974570732,2014-06-05,16:15:00,2014-06-05,16:30:00,2014-06-05,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113.0,INSIDE,RESTAURANT/DINER,,,1041498.0,189225.0,40.68587877,-73.79358277,"(40.685878765, -73.793582771)",2014-06-05 16:15:00,2014-06-05 16:30:00,15.0,0
167095645,2014-04-25,6:00:00,2014-04-25,7:00:00,2014-04-25,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60.0,FRONT OF,RESIDENCE - APT. HOUSE,,,995355.0,151664.0,40.58295997,-73.96002197,"(40.582959968, -73.960021966)",2014-04-25 06:00:00,2014-04-25 07:00:00,60.0,0
842680273,2014-09-24,22:10:00,2014-09-29,22:51:00,2014-09-29,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105.0,INSIDE,RESIDENCE - APT. HOUSE,,,1059168.0,204534.0,40.72776624,-73.72970022,"(40.72776624, -73.729700216)",2014-09-24 22:10:00,2014-09-29 22:51:00,41.0,5
917497875,2014-05-10,8:00:00,2014-05-20,10:30:00,2014-05-21,109,GRAND LARCENY,420.0,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13.0,INSIDE,RESIDENCE - APT. HOUSE,,,986109.0,210622.0,40.74479336,-73.99329255,"(40.744793357, -73.993292546)",2014-05-10 08:00:00,2014-05-20 10:30:00,150.0,11
821842004,2015-04-26,4:00:00,2015-04-26,4:30:00,2015-04-26,105,ROBBERY,384.0,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115.0,INSIDE,BAR/NIGHT CLUB,,,1022506.0,212665.0,40.75031833,-73.86192872,"(40.750318325, -73.861928724)",2015-04-26 04:00:00,2015-04-26 04:30:00,30.0,0
609224801,2015-12-07,13:53:00,2015-12-07,14:15:00,2015-12-08,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121.0,INSIDE,RESIDENCE - APT. HOUSE,,,937242.0,162487.0,40.61254918,-74.16931159,"(40.612549176, -74.169311586)",2015-12-07 13:53:00,2015-12-07 14:15:00,22.0,1
687481272,2015-08-16,9:00:00,2015-08-16,9:15:00,2015-08-16,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47.0,INSIDE,RESIDENCE - APT. HOUSE,,,1024922.0,262189.0,40.8862368,-73.85290883,"(40.886236802, -73.852908833)",2015-08-16 09:00:00,2015-08-16 09:15:00,15.0,0
150156592,2014-10-25,5:30:00,2014-10-25,5:30:00,2014-10-25,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83.0,INSIDE,RESTAURANT/DINER,,,1003259.0,195646.0,40.70366764,-73.93144261,"(40.70366764, -73.931442607)",2014-10-25 05:30:00,2014-10-25 05:30:00,0.0,0
449940910,2014-08-10,8:50:00,2014-08-11,7:30:00,2014-08-14,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30.0,,STREET,,,999264.0,240863.0,40.82778427,-73.94575018,"(40.827784267, -73.945750182)",2014-08-10 08:50:00,2014-08-11 07:30:00,1360.0,4
646309302,2015-05-31,9:34:00,2015-05-31,9:49:00,2015-05-31,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105.0,INSIDE,RESIDENCE-HOUSE,,,1059930.0,179739.0,40.65970354,-73.72722953,"(40.659703539, -73.727229534)",2015-05-31 09:34:00,2015-05-31 09:49:00,15.0,0
635643205,2015-08-25,18:00:00,2015-08-25,18:30:00,2015-08-25,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,120.0,INSIDE,RESIDENCE - APT. HOUSE,,,960317.0,169387.0,40.63158061,-74.0862262,"(40.631580605, -74.086226199)",2015-08-25 18:00:00,2015-08-25 18:30:00,30.0,0
691499246,2014-11-28,19:30:00,2014-11-28,19:30:00,2014-11-28,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,75.0,INSIDE,RESIDENCE-HOUSE,,,1020133.0,190356.0,40.6890955,-73.87061222,"(40.689095496, -73.870612218)",2014-11-28 19:30:00,2014-11-28 19:30:00,0.0,0
232718788,2015-05-02,10:00:00,2015-05-09,23:00:00,2015-05-09,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77.0,INSIDE,RESIDENCE - APT. HOUSE,,,1003437.0,184082.0,40.67192673,-73.93083356,"(40.671926733, -73.930833555)",2015-05-02 10:00:00,2015-05-09 23:00:00,780.0,7
631881625,2015-08-06,17:00:00,2015-08-06,17:10:00,2015-08-10,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,81.0,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1003562.0,186782.0,40.67933735,-73.9303752,"(40.679337352, -73.930375202)",2015-08-06 17:00:00,2015-08-06 17:10:00,10.0,4
367041602,2014-11-20,23:00:00,2014-11-20,23:18:00,2014-11-21,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1000866.0,226632.0,40.78872124,-73.93999677,"(40.788721243, -73.939996774)",2014-11-20 23:00:00,2014-11-20 23:18:00,18.0,1
440722281,2014-02-18,0:01:00,2014-02-20,23:59:00,2014-02-23,109,GRAND LARCENY,424.0,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63.0,INSIDE,RESIDENCE - APT. HOUSE,,,999607.0,168806.0,40.63000491,-73.94467523,"(40.630004907, -73.94467523)",2014-02-18 00:01:00,2014-02-20 23:59:00,1438.0,5
308307703,2015-03-13,17:00:00,2015-03-13,18:00:00,2015-03-13,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83.0,,PARK/PLAYGROUND,,,1008275.0,192849.0,40.69597833,-73.91336163,"(40.695978334, -73.913361632)",2015-03-13 17:00:00,2015-03-13 18:00:00,60.0,0
861576533,2015-12-14,17:00:00,2015-12-15,6:30:00,2015-12-15,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63.0,FRONT OF,RESIDENCE-HOUSE,,,1002804.0,163047.0,40.61419154,-73.93317333,"(40.614191537, -73.933173325)",2015-12-14 17:00:00,2015-12-15 06:30:00,810.0,1
970301950,2015-07-12,20:45:00,2015-07-12,20:50:00,2015-07-12,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25.0,,STREET,,,1001575.0,232339.0,40.80438405,-73.93742167,"(40.804384046, -73.937421669)",2015-07-12 20:45:00,2015-07-12 20:50:00,5.0,0
262681329,2014-05-20,10:15:00,2014-05-20,10:20:00,2014-05-20,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,RESIDENCE - APT. HOUSE,,,1011043.0,251220.0,40.85618332,-73.90314684,"(40.856183319, -73.903146843)",2014-05-20 10:15:00,2014-05-20 10:20:00,5.0,0
851867396,2014-08-08,20:40:00,2014-08-08,20:50:00,2014-08-08,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,RESIDENCE - APT. HOUSE,,,1005976.0,179322.0,40.65885573,-73.92169597,"(40.658855726, -73.921695968)",2014-08-08 20:40:00,2014-08-08 20:50:00,10.0,0
763894955,2015-06-30,18:00:00,2015-07-01,13:00:00,2015-07-01,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50.0,,STREET,,,1011326.0,261232.0,40.88366233,-73.90208337,"(40.883662325, -73.902083366)",2015-06-30 18:00:00,2015-07-01 13:00:00,1140.0,1
752153045,2015-08-04,8:42:00,2015-08-04,9:05:00,2015-08-04,358,OFFENSES INVOLVING FRAUD,705.0,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49.0,,STREET,,,1027434.0,251387.0,40.85657673,-73.84389368,"(40.856576728, -73.843893678)",2015-08-04 08:42:00,2015-08-04 09:05:00,23.0,0
861702136,2014-08-10,17:20:00,2014-08-10,17:25:00,2014-08-10,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83.0,FRONT OF,STREET,,,1008907.0,192827.0,40.69591621,-73.91108257,"(40.695916211, -73.911082573)",2014-08-10 17:20:00,2014-08-10 17:25:00,5.0,0
477444713,2014-03-22,2:59:00,,,2014-03-22,105,ROBBERY,382.0,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26.0,,STREET,,,996716.0,234409.0,40.81007382,-73.95496906,"(40.810073816, -73.954969058)",2014-03-22 02:59:00,,,0
263147733,2015-11-28,2:15:00,2015-11-28,2:20:00,2015-11-28,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13.0,INSIDE,RESTAURANT/DINER,,,986961.0,210445.0,40.74430732,-73.99021785,"(40.744307316, -73.990217852)",2015-11-28 02:15:00,2015-11-28 02:20:00,5.0,0
248027486,2014-09-21,12:30:00,2014-09-21,12:35:00,2014-09-21,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41.0,INSIDE,GROCERY/BODEGA,,,1014162.0,240194.0,40.82591017,-73.89192109,"(40.825910167, -73.891921088)",2014-09-21 12:30:00,2014-09-21 12:35:00,5.0,0
517932829,2014-08-03,19:00:00,2014-08-09,9:15:00,2014-08-09,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49.0,FRONT OF,STREET,,,1022540.0,249823.0,40.8523066,-73.86159412,"(40.8523066, -73.86159412)",2014-08-03 19:00:00,2014-08-09 09:15:00,855.0,6
695922845,2015-02-14,15:35:00,2015-02-14,15:41:00,2015-02-14,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,88.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,INGERSOLL,990281.0,192762.0,40.69577009,-73.97825231,"(40.695770093, -73.978252309)",2015-02-14 15:35:00,2015-02-14 15:41:00,6.0,0
390237257,2015-11-08,10:00:00,2015-11-08,12:59:00,2015-11-08,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94.0,OPPOSITE OF,STREET,,,998393.0,202294.0,40.72192393,-73.94897861,"(40.721923931, -73.948978605)",2015-11-08 10:00:00,2015-11-08 12:59:00,179.0,0
120769018,2014-12-04,0:01:00,2014-12-04,23:59:00,2015-03-13,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61.0,FRONT OF,GROCERY/BODEGA,,,997184.0,152691.0,40.5857764,-73.95343536,"(40.5857764, -73.953435359)",2014-12-04 00:01:00,2014-12-04 23:59:00,1438.0,99
271060063,2015-02-04,12:30:00,2015-02-04,12:40:00,2015-02-12,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,60.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,CONEY ISLAND,985519.0,147974.0,40.57283851,-73.99543356,"(40.572838506, -73.995433562)",2015-02-04 12:30:00,2015-02-04 12:40:00,10.0,8
421575442,2015-12-28,8:15:00,2015-12-28,8:20:00,2015-12-28,117,DANGEROUS DRUGS,521.0,"CONTROLLED SUBSTANCE, SALE 5",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40.0,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,,1006000.0,235990.0,40.81439524,-73.92142627,"(40.814395243, -73.921426267)",2015-12-28 08:15:00,2015-12-28 08:20:00,5.0,0
967634984,2014-08-01,15:05:00,2014-08-01,16:25:00,2014-08-01,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84.0,INSIDE,DEPARTMENT STORE,,,988175.0,190975.0,40.69086638,-73.98584806,"(40.690866375, -73.985848057)",2014-08-01 15:05:00,2014-08-01 16:25:00,80.0,0
433903272,2014-03-10,14:00:00,2014-03-10,14:15:00,2014-03-14,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6.0,,STREET,,,985762.0,205920.0,40.7318876,-73.99454588,"(40.731887595, -73.994545882)",2014-03-10 14:00:00,2014-03-10 14:15:00,15.0,4
791803923,2015-12-20,3:00:00,2015-12-20,3:30:00,2015-12-20,109,GRAND LARCENY,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6.0,INSIDE,BAR/NIGHT CLUB,,,981783.0,208203.0,40.73815365,-74.00890366,"(40.738153653, -74.008903662)",2015-12-20 03:00:00,2015-12-20 03:30:00,30.0,0
950379261,2014-04-14,15:15:00,2014-04-14,15:20:00,2014-04-14,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60.0,INSIDE,RESIDENCE - APT. HOUSE,,,987607.0,152474.0,40.58518958,-73.98791539,"(40.585189576, -73.98791539)",2014-04-14 15:15:00,2014-04-14 15:20:00,5.0,0
317151713,2015-09-09,10:30:00,,,2015-11-01,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67.0,FRONT OF,STREET,,,1001081.0,177564.0,40.65404106,-73.93934305,"(40.654041058, -73.939343048)",2015-09-09 10:30:00,,,53
991906746,2015-03-31,8:45:00,2015-03-31,9:19:00,2015-03-31,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,,STREET,,,1027073.0,266004.0,40.89669758,-73.84510524,"(40.89669758, -73.845105237)",2015-03-31 08:45:00,2015-03-31 09:19:00,34.0,0
670771442,2015-05-02,12:40:00,2015-05-02,12:45:00,2015-05-02,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67.0,FRONT OF,STREET,,,997694.0,174923.0,40.64679788,-73.95155495,"(40.646797876, -73.951554951)",2015-05-02 12:40:00,2015-05-02 12:45:00,5.0,0
982019673,2014-05-28,23:15:00,,,2014-05-29,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75.0,FRONT OF,STREET,,,1012948.0,178901.0,40.65768032,-73.8965691,"(40.657680323, -73.896569096)",2014-05-28 23:15:00,,,1
474488859,2015-07-12,19:00:00,2015-07-12,19:05:00,2015-07-12,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66.0,,STREET,,,985827.0,171117.0,40.63636128,-73.99431949,"(40.636361283, -73.994319489)",2015-07-12 19:00:00,2015-07-12 19:05:00,5.0,0
492920411,2015-12-27,21:15:00,,,2015-12-28,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113.0,,STREET,,,1041916.0,187261.0,40.68048533,-73.7920924,"(40.680485333, -73.792092404)",2015-12-27 21:15:00,,,1
404042017,2014-02-19,18:00:00,2014-02-19,22:39:00,2014-02-19,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41.0,INSIDE,RESIDENCE - APT. HOUSE,,,1012904.0,240552.0,40.82689694,-73.89646506,"(40.826896944, -73.896465057)",2014-02-19 18:00:00,2014-02-19 22:39:00,279.0,0
865478796,2014-01-15,13:30:00,2014-01-15,13:45:00,2014-01-15,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69.0,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1012916.0,170622.0,40.63495637,-73.89671961,"(40.634956371, -73.896719609)",2014-01-15 13:30:00,2014-01-15 13:45:00,15.0,0
531778153,2015-04-21,14:16:00,2015-04-21,14:37:00,2015-06-03,114,ARSON,263.0,"ARSON 2,3,4",ATTEMPTED,FELONY,OTHER,BRONX,40.0,INSIDE,RESIDENCE - APT. HOUSE,,,1008141.0,234042.0,40.809043,-73.91369852,"(40.809042997, -73.913698516)",2015-04-21 14:16:00,2015-04-21 14:37:00,21.0,43
698070411,2014-06-28,22:10:00,2014-06-28,22:15:00,2014-06-28,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121.0,INSIDE,RESIDENCE - APT. HOUSE,,,947659.0,171770.0,40.63807818,-74.13184275,"(40.638078183, -74.131842748)",2014-06-28 22:10:00,2014-06-28 22:15:00,5.0,0
586161578,2015-06-18,11:50:00,2015-06-18,12:22:00,2015-06-18,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40.0,INSIDE,HOSPITAL,,,1005294.0,237197.0,40.81770983,-73.92397301,"(40.817709829, -73.923973014)",2015-06-18 11:50:00,2015-06-18 12:22:00,32.0,0
426382376,2014-05-09,4:50:00,2014-05-09,5:06:00,2014-05-09,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34.0,,STREET,,,1004367.0,254628.0,40.86555499,-73.92726982,"(40.865554987, -73.927269822)",2014-05-09 04:50:00,2014-05-09 05:06:00,16.0,0
569905196,2014-11-26,12:00:00,2014-11-27,7:00:00,2014-11-28,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,INSIDE,OTHER,,,1018353.0,257222.0,40.87263177,-73.87669125,"(40.872631769, -73.876691251)",2014-11-26 12:00:00,2014-11-27 07:00:00,1140.0,2
356986189,2014-05-22,23:20:00,2014-05-22,23:30:00,2014-05-23,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19.0,INSIDE,STREET,,,999094.0,224575.0,40.78307848,-73.94640047,"(40.783078482, -73.946400467)",2014-05-22 23:20:00,2014-05-22 23:30:00,10.0,1
288403012,2015-05-18,8:50:00,2015-05-18,9:19:00,2015-05-18,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14.0,INSIDE,RESTAURANT/DINER,,,986982.0,212198.0,40.74911886,-73.99014136,"(40.749118855, -73.990141355)",2015-05-18 08:50:00,2015-05-18 09:19:00,29.0,0
860234521,2014-11-29,22:55:00,2014-11-29,22:58:00,2014-11-29,109,GRAND LARCENY,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110.0,FRONT OF,STREET,,,1018047.0,211544.0,40.74725963,-73.87802766,"(40.74725963, -73.878027661)",2014-11-29 22:55:00,2014-11-29 22:58:00,3.0,0
444640700,2014-01-19,16:30:00,2014-01-19,16:44:00,2014-01-19,359,OFFENSES AGAINST PUBLIC ADMINI,759.0,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24.0,,STREET,,,992062.0,228791.0,40.79465929,-73.97178778,"(40.794659285, -73.971787782)",2014-01-19 16:30:00,2014-01-19 16:44:00,14.0,0
123965239,2015-09-13,21:20:00,2015-09-13,21:41:00,2015-09-14,359,OFFENSES AGAINST PUBLIC ADMINI,750.0,RESISTING ARREST,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41.0,,STREET,,,1013557.0,237441.0,40.81835599,-73.89411914,"(40.818355992, -73.894119141)",2015-09-13 21:20:00,2015-09-13 21:41:00,21.0,1
231465938,2015-11-05,14:30:00,2015-11-05,14:32:00,2015-11-05,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,FRONT OF,STREET,,,995071.0,189396.0,40.68652664,-73.9609839,"(40.686526638, -73.960983904)",2015-11-05 14:30:00,2015-11-05 14:32:00,2.0,0
317515136,2015-01-09,15:30:00,2015-01-09,15:35:00,2015-01-09,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41.0,FRONT OF,STREET,,,1015482.0,237652.0,40.81892853,-73.8871634,"(40.818928532, -73.887163398)",2015-01-09 15:30:00,2015-01-09 15:35:00,5.0,0
170739918,2015-03-27,13:48:00,,,2015-03-27,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,14.0,,TRANSIT - NYC SUBWAY,,,986061.0,213320.0,40.7521987,-73.99346505,"(40.752198698, -73.993465045)",2015-03-27 13:48:00,,,0
363601494,2014-02-07,22:00:00,,,2014-02-07,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44.0,INSIDE,GROCERY/BODEGA,,,1007961.0,246840.0,40.84417033,-73.91430351,"(40.844170334, -73.914303514)",2014-02-07 22:00:00,,,0
946197457,2014-02-06,21:05:00,2014-02-06,21:10:00,2014-02-06,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275.0,240025.0,40.82541936,-73.86622081,"(40.825419359, -73.866220811)",2014-02-06 21:05:00,2014-02-06 21:10:00,5.0,0
786330104,2015-02-07,12:00:00,2015-02-07,13:00:00,2015-02-21,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61.0,INSIDE,GYM/FITNESS FACILITY,,,1000450.0,157605.0,40.59925898,-73.94166505,"(40.599258977, -73.941665052)",2015-02-07 12:00:00,2015-02-07 13:00:00,60.0,14
961484381,2014-11-01,1:28:00,2014-11-01,2:01:00,2014-11-01,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,FRONT OF,STREET,,,1023593.0,261234.0,40.88362165,-73.85772084,"(40.883621654, -73.857720839)",2014-11-01 01:28:00,2014-11-01 02:01:00,33.0,0
256401033,2014-04-29,7:15:00,,,2014-04-29,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,RESIDENCE - APT. HOUSE,,,1012178.0,250690.0,40.85472511,-73.89904612,"(40.854725111, -73.899046118)",2014-04-29 07:15:00,,,0
